LECROYHDO6034,16324,Waveform
Segments,1,SegmentSize,1252
Segment,TrigTime,TimeSinceSegment1
#1,10-Jul-2024 13:26:12,0                 
Time,Ampl
1.0951e-07,0.0128
1.0991e-07,0.0128
1.1031e-07,0.013
1.1071e-07,0.0128
1.1111e-07,0.013
1.1151e-07,0.013
1.1191e-07,0.0133
1.1231e-07,0.0134
1.1271e-07,0.013
1.1311e-07,0.0132
1.1351e-07,0.0131
1.1391e-07,0.013
1.1431e-07,0.0129
1.1471e-07,0.0129
1.1511e-07,0.013
1.1551e-07,0.013
1.1591e-07,0.0128
1.1631e-07,0.0131
1.1671e-07,0.0132
1.1711e-07,0.0134
1.1751e-07,0.0131
1.1791e-07,0.0132
1.1831e-07,0.0135
1.1871e-07,0.0137
1.1911e-07,0.0137
1.1951e-07,0.0137
1.1991e-07,0.0139
1.2031e-07,0.0142
1.2071e-07,0.0143
1.2111e-07,0.0143
1.2151e-07,0.0143
1.2191e-07,0.0144
1.2231e-07,0.0141
1.2271e-07,0.0137
1.2311e-07,0.0143
1.2351e-07,0.0145
1.2391e-07,0.014
1.2431e-07,0.0139
1.2471e-07,0.014
1.2511e-07,0.014
1.2551e-07,0.0143
1.2591e-07,0.0143
1.2631e-07,0.0142
1.2671e-07,0.0145
1.2711e-07,0.0146
1.2751e-07,0.0147
1.2791e-07,0.0148
1.2831e-07,0.0147
1.2871e-07,0.0146
1.2911e-07,0.0145
1.2951e-07,0.0148
1.2991e-07,0.0148
1.3031e-07,0.0152
1.3071e-07,0.015
1.3111e-07,0.0149
1.3151e-07,0.0149
1.3191e-07,0.0148
1.3231e-07,0.0147
1.3271e-07,0.0149
1.3311e-07,0.0148
1.3351e-07,0.0148
1.3391e-07,0.0147
1.3431e-07,0.0149
